epoch,loss,val_loss
0,0.0011750442208722234,4.136644201935269e-05
1,0.0003900578012689948,0.00021535948326345533
2,0.0003770131152123213,4.119018922210671e-05
3,0.0003681466041598469,2.2229756723390892e-05
4,0.000411846733186394,3.866474435199052e-05
5,0.00036712578730657697,1.7926688087754883e-05
6,0.0003593064902815968,3.2183997973334044e-05
7,0.00035744273918680847,3.087991353822872e-05
8,0.00035198210389353335,3.922298856195994e-05
9,0.00034618526115082204,6.115956784924492e-05
10,0.00034501616028137505,3.758773527806625e-05
11,0.00034502657945267856,3.0193503334885463e-05
12,0.0003422803711146116,1.54337703861529e-05
13,0.0003430702490732074,4.312237069825642e-05
14,0.00034056551521643996,3.093919804086909e-05
15,0.00034268503077328205,2.8731901693390682e-05
16,0.00033970794174820185,5.671027975040488e-05
17,0.00034099072217941284,4.599488602252677e-05
18,0.0003403036098461598,2.6380075723864138e-05
19,0.0003405923198442906,1.4343092516355682e-05
20,0.0003410537028685212,3.219007339794189e-05
21,0.0003384358424227685,1.8991026081494056e-05
22,0.00033856110530905426,1.6691486962372437e-05
23,0.00033755949698388577,2.958131517516449e-05
24,0.000338255544193089,8.510508632753044e-05
25,0.00033680678461678326,5.99285849602893e-05
26,0.00033644173527136445,1.7138730981969275e-05
27,0.0003360523551236838,3.350736005813815e-05
28,0.0003366557939443737,1.3523299458029214e-05
29,0.0003345471923239529,3.144955189782195e-05
30,0.00033564656041562557,1.4572597137885168e-05
31,0.0003351664636284113,7.736497354926541e-05
32,0.00033639336470514536,3.0651481210952625e-05
33,0.0003347812744323164,4.587565126712434e-05
34,0.0003340987314004451,3.6032444768352434e-05
35,0.00033554609399288893,5.5836957471910864e-05
36,0.000332991243340075,2.1304240362951532e-05
37,0.00033520814031362534,2.427978688501753e-05
38,0.0003347928577568382,3.705748895299621e-05
39,0.0003352765634190291,2.9137047022231854e-05
40,0.00033656711457297206,2.4968121579149738e-05
41,0.0003343614225741476,3.1837371352594346e-05
42,0.0003348090103827417,3.238406134187244e-05
43,0.00033378091757185757,5.2396364480955526e-05
44,0.00033431348856538534,1.8478902347851545e-05
45,0.0003350645420141518,1.4598726920667104e-05
46,0.0003360018308740109,3.4138090995838866e-05
47,0.00033354308106936514,6.504285556729883e-05
48,0.0003351563063915819,6.431051588151604e-05
