epoch,loss,val_loss
0,0.06924168020486832,0.08523866534233093
1,0.06854487210512161,0.08518226444721222
2,0.0685325488448143,0.08523686975240707
3,0.06852653622627258,0.0851784348487854
4,0.06852378696203232,0.08517396450042725
5,0.0685218796133995,0.08520916104316711
6,0.06852179765701294,0.08518996089696884
7,0.06851938366889954,0.08517872542142868
8,0.06851853430271149,0.08517506718635559
9,0.06851781159639359,0.08517333120107651
10,0.06851723045110703,0.08524008095264435
11,0.06851691752672195,0.08518137037754059
12,0.06851549446582794,0.0852329283952713
13,0.06851571053266525,0.08517370373010635
14,0.06851516664028168,0.08517495542764664
