epoch,loss,val_loss
0,0.07472792267799377,0.09204896539449692
1,0.07404997944831848,0.09204555302858353
2,0.07402660697698593,0.0920320451259613
3,0.07401719689369202,0.09202389419078827
4,0.07401371002197266,0.09204335510730743
5,0.07401014119386673,0.0920255109667778
6,0.07401643693447113,0.09202290326356888
7,0.07400758564472198,0.09204673767089844
8,0.07400593906641006,0.09202519059181213
9,0.0740051120519638,0.09203841537237167
10,0.07400356978178024,0.0920310765504837
11,0.07400383800268173,0.09204371273517609
