epoch,loss,val_loss
0,0.0023315243888646364,6.55573676340282e-05
1,0.0003954355197492987,9.392360516358167e-05
2,0.0003699390799738467,0.00018063749303109944
3,0.0003598603361751884,4.798696318175644e-05
4,0.00035453817690722644,0.0001121786335716024
5,0.0003505460626911372,4.4379117753123865e-05
6,0.00034696824150159955,2.410298475297168e-05
7,0.00034821563167497516,1.4049211131350603e-05
8,0.0003463892498984933,2.8262933483347297e-05
9,0.0003466665220912546,2.5258419555029832e-05
10,0.00034571244032122195,3.0754803447052836e-05
11,0.00034570423304103315,2.9812481443514116e-05
12,0.0003444489848334342,5.556285032071173e-05
