epoch,loss,val_loss
0,0.02505720593035221,0.02980542927980423
1,0.024200038984417915,0.029810050502419472
2,0.024190230295062065,0.0298861525952816
3,0.02418534830212593,0.02984011545777321
4,0.024180177599191666,0.029789377003908157
5,0.024175960570573807,0.029784120619297028
6,0.024174917489290237,0.029815051704645157
7,0.02417232282459736,0.02980910614132881
8,0.02417140081524849,0.02980382926762104
9,0.024170678108930588,0.029822703450918198
10,0.024170933291316032,0.029810471460223198
