epoch,loss,val_loss
0,0.07830362766981125,0.09607013314962387
1,0.07726863026618958,0.09611455351114273
2,0.0772533044219017,0.09605871886014938
3,0.07724852859973907,0.09607601165771484
4,0.07724399864673615,0.09610309451818466
5,0.07724034041166306,0.09606091678142548
6,0.07723525166511536,0.09607156366109848
7,0.07723253220319748,0.09605848044157028
8,0.07723256945610046,0.09607957303524017
9,0.07723087817430496,0.09608247131109238
10,0.07723075151443481,0.09604811668395996
11,0.07722895592451096,0.09607565402984619
12,0.07722823321819305,0.09607242047786713
13,0.0772281214594841,0.09605762362480164
14,0.07722922414541245,0.09605316817760468
15,0.07722847908735275,0.09607116878032684
