epoch,loss,val_loss
0,0.052681345492601395,0.06439550966024399
1,0.051899027079343796,0.06439883261919022
2,0.05188687890768051,0.06437907367944717
3,0.051881492137908936,0.0643732026219368
4,0.05187490954995155,0.06436891108751297
5,0.05186963081359863,0.06439671665430069
6,0.05186273157596588,0.06438799202442169
7,0.05185888707637787,0.06435980647802353
8,0.05185782164335251,0.06436347961425781
9,0.05185577645897865,0.06436728686094284
10,0.05185197293758392,0.06438428908586502
11,0.051849931478500366,0.06438330560922623
12,0.05184895545244217,0.06436371058225632
